yearsReviews,sentimiento,item_name
2014,69,XCOM: Enemy Unknown
2015,38,XCOM: Enemy Unknown
2012,4,Torchlight II
2013,39,Torchlight II
2014,76,Torchlight II
2015,22,Torchlight II
2011,2,Cave Story+
2013,4,Cave Story+
2014,9,Cave Story+
2011,2,Before the Echo
2015,2,Before the Echo
2012,3,Sonic CD
2012,4,Pox Nora
2014,1,Pox Nora
2012,2,EverQuest II
2015,2,EverQuest II
2014,4,Sins of a Solar Empire: Trinity
2015,0,X3: Albion Prelude
2013,2,Toki Tori 2+
2014,2,Toki Tori 2+
2015,2,Serious Sam: The Random Encounter
2014,0,Flatout 3
2014,1,Really Big Sky
2015,2,Really Big Sky
2013,0,DiRT Showdown
2014,2,DiRT Showdown
2012,21,Orcs Must Die! 2
2013,17,Orcs Must Die! 2
2014,20,Orcs Must Die! 2
2015,10,Orcs Must Die! 2
2012,9,Wolfenstein: The New Order
2014,34,Wolfenstein: The New Order
2015,25,Wolfenstein: The New Order
2013,2,Jurassic Park: The Game
2012,0,Assassin's Creed Revelations
2014,3,Assassin's Creed Revelations
2015,4,Assassin's Creed Revelations
2012,2,Magicka: Wizard Wars
2014,25,Magicka: Wizard Wars
2015,10,Magicka: Wizard Wars
2012,5,Sleeping Dogs™
2013,34,Sleeping Dogs™
2014,43,Sleeping Dogs™
2015,5,Sleeping Dogs™
2012,2,Galactic Civilizations II: Ultimate Edition
2013,2,Galactic Civilizations II: Ultimate Edition
2014,2,Galactic Civilizations II: Ultimate Edition
2013,2,Ridge Racer™ Unbounded
2014,2,Ridge Racer™ Unbounded
2011,2,Demigod
2014,0,Demigod
2015,2,Dynamite Jack
2013,0,Alan Wake's American Nightmare
2014,6,Alan Wake's American Nightmare
2012,16,Call of Duty: Black Ops II
2013,18,Call of Duty: Black Ops II
2014,97,Call of Duty: Black Ops II
2015,24,Call of Duty: Black Ops II
2012,15,Hitman: Absolution
2013,16,Hitman: Absolution
2014,49,Hitman: Absolution
2015,25,Hitman: Absolution
2012,16,Tomb Raider
2013,59,Tomb Raider
2014,102,Tomb Raider
2015,71,Tomb Raider
2014,4,Titan Attacks
2014,2,Star Trek
2012,0,America's Army: Proving Grounds
2013,6,America's Army: Proving Grounds
2014,18,America's Army: Proving Grounds
2015,4,America's Army: Proving Grounds
2015,2,King's Bounty: Warriors of the North
2012,3,Warlock - Master of the Arcane
2013,2,SONIC THE HEDGEHOG 4 Episode II
2014,2,SONIC THE HEDGEHOG 4 Episode II
2014,2,Q.U.B.E.
2013,2,Binary Domain
2014,4,Binary Domain
2012,14,Crusader Kings II
2013,12,Crusader Kings II
2014,29,Crusader Kings II
2015,21,Crusader Kings II
2012,8,Dear Esther
2013,12,Dear Esther
2014,5,Dear Esther
2015,2,Dear Esther
2014,4,The Dark Eye: Chains of Satinav
2012,6,Microsoft Flight
2013,1,Microsoft Flight
2012,5,Fable - The Lost Chapters
2013,1,Fable - The Lost Chapters
2014,14,Fable - The Lost Chapters
2015,2,Fable - The Lost Chapters
2014,4,Superbrothers: Sword & Sworcery EP
2013,3,The Showdown Effect
2014,3,The Showdown Effect
2012,14,Max Payne 3
2013,13,Max Payne 3
2014,30,Max Payne 3
2015,7,Max Payne 3
2015,7,Waveform
2013,2,The Bridge
2014,8,The Bridge
2015,4,The Bridge
2012,16,Awesomenauts
2013,55,Awesomenauts
2014,129,Awesomenauts
2015,39,Awesomenauts
2012,1,Serious Sam 2
2013,0,Serious Sam 2
2014,6,Serious Sam 2
2015,3,Serious Sam 2
2012,23,Castle Crashers
2013,30,Castle Crashers
2014,143,Castle Crashers
2015,78,Castle Crashers
2012,10,Call of Juarez Gunslinger
2013,12,Call of Juarez Gunslinger
2014,26,Call of Juarez Gunslinger
2015,18,Call of Juarez Gunslinger
2012,4,Infested Planet
2013,0,Infested Planet
2014,2,Infested Planet
2015,2,Infested Planet
2012,4,Retro City Rampage™ DX
2014,9,Retro City Rampage™ DX
2015,0,Retro City Rampage™ DX
2012,9,Sins of a Solar Empire: Rebellion
2013,5,Sins of a Solar Empire: Rebellion
2014,24,Sins of a Solar Empire: Rebellion
2015,6,Sins of a Solar Empire: Rebellion
2013,0,BIT.TRIP CORE
2012,35,Dishonored
2013,34,Dishonored
2014,76,Dishonored
2015,41,Dishonored
2014,4,Rocksmith
2012,5,Hell Yeah!
2013,2,Mortal Kombat Kollection
2015,2,Mortal Kombat Kollection
2012,2,Port Royale 3
2014,2,The Testament of Sherlock Holmes
2015,4,The Testament of Sherlock Holmes
2012,2,EverQuest Free-to-Play
2013,0,Insanely Twisted Shadow Planet
2014,1,Auditorium
2012,2,Chronicle: RuneScape Legends
2013,6,Tiny and Big: Grandpa's Leftovers
2014,8,Tiny and Big: Grandpa's Leftovers
2015,2,Tiny and Big: Grandpa's Leftovers
2014,4,Hitman: Sniper Challenge
2015,2,Hitman: Sniper Challenge
2012,3,Jet Set Radio
2014,1,Jet Set Radio
2015,3,Jet Set Radio
2015,2,Warlock 2: the Exiled
2012,10,Gunpoint
2013,22,Gunpoint
2014,51,Gunpoint
2015,24,Gunpoint
2012,25,Gotham City Impostors: Free To Play
2013,23,Gotham City Impostors: Free To Play
2014,62,Gotham City Impostors: Free To Play
2015,18,Gotham City Impostors: Free To Play
2012,15,Saints Row IV
2013,52,Saints Row IV
2014,143,Saints Row IV
2015,89,Saints Row IV
2012,15,To the Moon
2013,3,To the Moon
2014,48,To the Moon
2015,17,To the Moon
2012,2,Dungeons & Dragons Online®
2013,2,Dungeons & Dragons Online®
2014,3,Dungeons & Dragons Online®
2012,11,AirMech
2013,24,AirMech
2014,50,AirMech
2015,22,AirMech
2013,2,iBomber Defense Pacific
2012,2,Indie Game: The Movie
2013,2,Indie Game: The Movie
2014,4,Indie Game: The Movie
2015,1,Indie Game: The Movie
2012,7,SpeedRunners
2013,12,SpeedRunners
2014,40,SpeedRunners
2015,65,SpeedRunners
2013,2,Legend of Grimrock
2014,4,Legend of Grimrock
2015,1,Legend of Grimrock
2012,2,Tony Hawk's Pro Skater HD
2014,4,Tony Hawk's Pro Skater HD
2012,1,Archeblade
2013,9,Archeblade
2014,21,Archeblade
2015,16,Archeblade
2012,4,Cubemen
2013,0,Cubemen
2014,2,Cubemen
2015,2,Cubemen
2012,4,Ys Origin
2014,2,Ys Origin
2013,2,eXceed 3rd - Jade Penetrate Black Package
2013,2,Wizorb
2012,2,Rayman Origins
2013,2,Rayman Origins
2012,2,English Country Tune
2014,0,English Country Tune
2012,33,The Walking Dead
2013,102,The Walking Dead
2014,66,The Walking Dead
2015,21,The Walking Dead
2014,4,A Virus Named TOM
2014,2,Botanicula
2014,4,Arena Wars 2
2012,1,Symphony
2014,2,Symphony
2015,2,Jane's Advanced Strike Fighters
2013,2,Football Manager 2013
2013,2,Sacred Citadel
2012,0,Moon Breakers
2012,5,Loadout
2013,16,Loadout
2014,443,Loadout
2015,25,Loadout
2012,4,Endless Space
2013,3,Endless Space
2014,6,Endless Space
2015,2,Endless Space
2012,2,DOOM 3: BFG Edition
2013,2,DOOM 3: BFG Edition
2014,4,DOOM 3: BFG Edition
2015,2,DOOM 3: BFG Edition
2012,4,Assassin's Creed® III
2013,17,Assassin's Creed® III
2014,11,Assassin's Creed® III
2015,3,Assassin's Creed® III
2013,2,F1 2012
2013,4,Omerta - City of Gangsters
2014,4,Omerta - City of Gangsters
2012,6,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™
2013,6,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™
2014,4,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™
2015,10,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™
2012,24,Batman™: Arkham Knight
2015,51,Batman™: Arkham Knight
2012,0,Blades of Time
2013,4,Blades of Time
2015,4,Blades of Time
2013,0,Game of Thrones 
2014,2,Game of Thrones 
2012,2,Apotheon
2015,4,Apotheon
2012,7,Batman™: Arkham Origins
2013,23,Batman™: Arkham Origins
2014,51,Batman™: Arkham Origins
2015,19,Batman™: Arkham Origins
2012,6,Drunken Robot Pornography
2013,2,Drunken Robot Pornography
2014,6,Drunken Robot Pornography
2012,5,Guns of Icarus Online
2013,13,Guns of Icarus Online
2014,70,Guns of Icarus Online
2015,31,Guns of Icarus Online
2014,2,Resident Evil™: Operation Raccoon City
2012,2,Street Fighter X Tekken
2012,4,Call of Duty: Ghosts
2013,24,Call of Duty: Ghosts
2014,44,Call of Duty: Ghosts
2015,10,Call of Duty: Ghosts
2012,2,Hero Academy
2014,2,Hero Academy
2013,2,Ride to Hell: Retribution
2014,1,Ride to Hell: Retribution
2015,2,AZMD! Scorepocalypse 
2012,0,Analogue: A Hate Story
2013,2,Analogue: A Hate Story
2014,4,Analogue: A Hate Story
2015,2,Analogue: A Hate Story
2013,2,Mini Motor Racing EVO
2013,7,Strike Suit Zero
2014,2,Strike Suit Zero
2012,2,Magrunner: Dark Pulse
2012,2,Call of Duty: Advanced Warfare
2014,35,Call of Duty: Advanced Warfare
2015,31,Call of Duty: Advanced Warfare
2012,2,Cortex Command
2013,2,Cortex Command
2014,8,Cortex Command
2015,2,Cortex Command
2012,1,Fieldrunners
2013,1,Splice
2013,2,Lone Survivor: The Director's Cut
2015,0,Lone Survivor: The Director's Cut
2012,30,Blacklight: Retribution
2013,45,Blacklight: Retribution
2014,90,Blacklight: Retribution
2015,38,Blacklight: Retribution
2014,2,Spirits
2014,0,Angry Birds Space
2012,4,Sanctum 2
2013,11,Sanctum 2
2014,44,Sanctum 2
2015,15,Sanctum 2
2014,2,Cloudberry Kingdom
2012,6,The Witness
2014,2,Pro Cycling Manager 2012
2014,2,Battle vs Chess
2012,2,Unmechanical
2012,0,They Bleed Pixels
2013,2,They Bleed Pixels
2014,0,They Bleed Pixels
2015,4,They Bleed Pixels
2012,2,Deadlight
2013,8,Deadlight
2014,20,Deadlight
2015,0,Deadlight
2012,25,Dark Souls: Prepare to Die Edition
2013,33,Dark Souls: Prepare to Die Edition
2014,58,Dark Souls: Prepare to Die Edition
2015,34,Dark Souls: Prepare to Die Edition
2014,2,Adventures of Shuggy
2013,10,RaceRoom Racing Experience 
2014,8,RaceRoom Racing Experience 
2015,4,RaceRoom Racing Experience 
2014,5,Thief Gold
2015,5,Thief Gold
2014,2,Thief 2
2015,2,Conflict Desert Storm
2012,59,Starbound
2013,180,Starbound
2014,233,Starbound
2015,95,Starbound
2014,1,Kung Fu Strike: The Warrior's Rise
2015,2,Kung Fu Strike: The Warrior's Rise
2012,5,Star Conflict
2013,8,Star Conflict
2014,30,Star Conflict
2015,17,Star Conflict
2012,2,Vindictus
2013,2,Vindictus
2014,16,Vindictus
2015,14,Vindictus
2012,6,Combat Arms
2013,10,Combat Arms
2014,13,Combat Arms
2015,6,Combat Arms
2014,2,Mabinogi
2015,4,Mabinogi
2012,0,Dungeon Fighter Online
2012,1,Arctic Combat
2013,2,Arctic Combat
2014,2,C9
2013,2,Inversion™
2012,2,Sonic & All-Stars Racing Transformed
2013,27,Sonic & All-Stars Racing Transformed
2014,15,Sonic & All-Stars Racing Transformed
2015,7,Sonic & All-Stars Racing Transformed
2012,2,The Lord of the Rings Online™
2013,0,The Lord of the Rings Online™
2014,16,The Lord of the Rings Online™
2015,7,The Lord of the Rings Online™
2013,2,Tom Clancy's Ghost Recon Future Soldier
2015,1,Tom Clancy's Ghost Recon Future Soldier
2012,23,FTL: Faster Than Light
2013,42,FTL: Faster Than Light
2014,115,FTL: Faster Than Light
2015,39,FTL: Faster Than Light
2012,0,Party of Sin
2012,5,Super Crate Box
2013,11,Super Crate Box
2014,37,Super Crate Box
2015,8,Super Crate Box
2014,3,Transformers: Fall of Cybertron
2015,2,Transformers: Fall of Cybertron
2012,2,LEGO Batman 2
2014,3,LEGO Batman 2
2015,2,LEGO Batman 2
2012,4,Sonic Adventure™ 2 
2013,4,Sonic Adventure™ 2 
2014,4,Sonic Adventure™ 2 
2015,3,Sonic Adventure™ 2 
2013,6,Dwarfs F2P
2014,19,Dwarfs F2P
2015,6,Dwarfs F2P
2012,23,South Park™: The Stick of Truth™
2014,97,South Park™: The Stick of Truth™
2015,32,South Park™: The Stick of Truth™
2013,5,Magic 2014 
2014,10,Magic 2014 
2015,2,Magic 2014 
2014,1,Aerofly FS 1 Flight Simulator
2012,3,Minimum
2014,9,Minimum
2015,8,Minimum
2012,2,Family Guy™: Back to the Multiverse
2013,2,Family Guy™: Back to the Multiverse
2014,4,Family Guy™: Back to the Multiverse
2014,0,Deponia
2015,2,Deponia
2012,4,Gear Up
2013,1,Gear Up
2014,6,Gear Up
2015,18,Gear Up
2012,5,Alien: Isolation
2014,33,Alien: Isolation
2015,29,Alien: Isolation
2013,1,LEGO® The Lord of the Rings™
2014,5,LEGO® The Lord of the Rings™
2014,1,Eets Munchies
2012,5,Mark of the Ninja
2013,6,Mark of the Ninja
2014,29,Mark of the Ninja
2015,6,Mark of the Ninja
2014,2,Cherry Tree High Comedy Club
2013,2,Call of Duty: Black Ops - OSX
2014,2,Call of Duty: Black Ops - OSX
2015,2,Call of Duty: Black Ops - OSX
2014,1,Thirty Flights of Loving
2015,0,Thirty Flights of Loving
2014,18,Guacamelee! Gold Edition
2015,1,Guacamelee! Gold Edition
2013,2,The Basement Collection
2014,9,Half Minute Hero: Super Mega Neo Climax Ultimate Boy
2012,10,GameMaker: Studio
2013,1,GameMaker: Studio
2014,12,GameMaker: Studio
2015,6,GameMaker: Studio
2014,0,Painkiller Hell & Damnation
2015,3,Painkiller Hell & Damnation
2012,7,Total War: ROME II - Emperor Edition
2013,27,Total War: ROME II - Emperor Edition
2014,56,Total War: ROME II - Emperor Edition
2015,20,Total War: ROME II - Emperor Edition
2012,2,Intrusion 2
2013,2,Intrusion 2
2012,1,WAKFU
2014,8,WAKFU
2015,4,WAKFU
2014,1,Ragnarok
2015,4,Ragnarok
2012,0,The Secret World
2013,4,The Secret World
2014,2,The Secret World
2015,6,The Secret World
2012,6,Primal Carnage
2013,12,Primal Carnage
2014,14,Primal Carnage
2015,8,Primal Carnage
2014,0,Rocketbirds: Hardboiled Chicken
2015,1,Rocketbirds: Hardboiled Chicken
2012,1,The Incredible Adventures of Van Helsing
2013,4,The Incredible Adventures of Van Helsing
2014,1,The Incredible Adventures of Van Helsing
2015,1,The Incredible Adventures of Van Helsing
2012,2,Demonicon
2013,2,Home
2014,2,Home
2015,2,Home
2012,2,Zeno Clash 2
2015,2,Fieldrunners 2
2013,2,Dungeon Party
2015,5,Tiny Troopers
2012,12,MapleStory
2013,16,MapleStory
2014,12,MapleStory
2015,10,MapleStory
2013,6,Dead Island Riptide
2014,23,Dead Island Riptide
2015,9,Dead Island Riptide
2014,2,Don Bradman Cricket 14
2015,6,Don Bradman Cricket 14
2013,2,Blood Bowl: Chaos Edition
2014,0,Blood Bowl: Chaos Edition
2013,2,Of Orcs And Men
2012,1,Total War Battles: SHOGUN
2013,0,Dementium II HD
2014,2,Dementium II HD
2013,7,Rise of the Triad
2014,5,Rise of the Triad
2012,2,Worms Armageddon
2013,2,Worms Armageddon
2014,1,Worms Armageddon
2015,4,Worms Armageddon
2014,3,Anna - Extended Edition
2014,2,Alien Rage - Unlimited
2013,6,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2014,15,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2015,3,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2014,2,Unity of Command
2012,2,Dungeonland
2013,10,Dungeonland
2014,7,Dungeonland
2014,2,Age of Conan: Unchained OLD
2012,54,PlanetSide 2
2013,144,PlanetSide 2
2014,252,PlanetSide 2
2015,80,PlanetSide 2
2013,2,Frontline Tactics
2014,0,Frontline Tactics
2015,2,Frontline Tactics
2013,1,Smashmuck Champions
2014,10,Smashmuck Champions
2015,0,Smashmuck Champions
2012,2,Defender's Quest: Valley of the Forgotten
2013,2,Defender's Quest: Valley of the Forgotten
2014,2,Defender's Quest: Valley of the Forgotten
2014,2,Jagged Alliance Online - Steam Edition
2014,9,RaiderZ
2012,142,PAYDAY 2
2013,157,PAYDAY 2
2014,638,PAYDAY 2
2015,433,PAYDAY 2
2012,1,Lucius
2014,4,Lucius
2015,3,Lucius
2012,4,Scribblenauts Unlimited
2013,11,Scribblenauts Unlimited
2014,39,Scribblenauts Unlimited
2015,6,Scribblenauts Unlimited
2014,8,Pid 
2013,2,Mercenary Kings
2014,2,Mercenary Kings
2014,4,Patterns
2012,26,Hotline Miami
2013,41,Hotline Miami
2014,72,Hotline Miami
2015,53,Hotline Miami
2013,2,Ultratron
2014,4,Ultratron
2013,2,The Banner Saga: Factions
2012,2,NBA 2K13
2013,3,NBA 2K13
2014,0,NBA 2K13
2015,2,NBA 2K13
2012,22,Chivalry: Medieval Warfare
2013,97,Chivalry: Medieval Warfare
2014,94,Chivalry: Medieval Warfare
2015,56,Chivalry: Medieval Warfare
2014,8,Proteus
2015,2,Proteus
2014,2,Dogs of War Online - Beta
2012,9,Don't Starve
2013,62,Don't Starve
2014,148,Don't Starve
2015,60,Don't Starve
2013,2,Pro Cycling Manager 2013
2012,2,King Arthur's Gold
2013,18,King Arthur's Gold
2014,21,King Arthur's Gold
2015,12,King Arthur's Gold
2014,3,Football Superstars
2012,8,Antichamber
2013,35,Antichamber
2014,29,Antichamber
2015,10,Antichamber
2012,2,Edna & Harvey: Harvey's New Eyes
2013,2,Edna & Harvey: Harvey's New Eyes
2012,16,Grim Dawn
2013,3,Grim Dawn
2014,2,Grim Dawn
2015,8,Grim Dawn
2012,4,The Walking Dead™: Survival Instinct
2013,2,The Walking Dead™: Survival Instinct
2012,1,The Journey Down: Chapter One
2013,5,Trials Evolution Gold Edition
2014,8,Trials Evolution Gold Edition
2015,2,Trials Evolution Gold Edition
2012,13,Kerbal Space Program
2013,52,Kerbal Space Program
2014,106,Kerbal Space Program
2015,53,Kerbal Space Program
2012,14,Far Cry® 3
2013,40,Far Cry® 3
2014,91,Far Cry® 3
2015,21,Far Cry® 3
2013,13,Farming Simulator 2013
2014,8,Farming Simulator 2013
2015,2,Farming Simulator 2013
2013,7,DmC Devil May Cry
2014,4,DmC Devil May Cry
2015,11,DmC Devil May Cry
2013,2,Cargo Commander
2014,0,StarDrive
2015,2,StarDrive
2012,4,RPG Maker VX Ace
2013,4,RPG Maker VX Ace
2014,8,RPG Maker VX Ace
2014,1,Chaos on Deponia
2012,2,Thomas Was Alone
2013,10,Thomas Was Alone
2014,24,Thomas Was Alone
2015,2,Thomas Was Alone
2014,2,Zombie Driver HD
2015,0,Zombie Driver HD
2013,11,McPixel
2014,11,McPixel
2015,1,McPixel
2013,1,Jack Lumber
2015,2,Jack Lumber
2014,2,Towns
2015,2,Towns
2012,7,Resident Evil 6 / Biohazard 6
2013,2,Resident Evil 6 / Biohazard 6
2014,7,Resident Evil 6 / Biohazard 6
2015,8,Resident Evil 6 / Biohazard 6
2012,2,District 187
2013,0,District 187
2012,38,DayZ
2013,106,DayZ
2014,528,DayZ
2015,132,DayZ
2014,2,Eufloria HD
2012,1,Little Inferno
2013,21,Little Inferno
2014,12,Little Inferno
2015,14,Little Inferno
2015,3,Monopoly
2013,0,Wizardry Online
2012,21,Age of Empires II: HD Edition
2013,23,Age of Empires II: HD Edition
2014,57,Age of Empires II: HD Edition
2015,42,Age of Empires II: HD Edition
2013,2,Pro Evolution Soccer 2013
2014,10,Defense Grid 2
2015,2,Defense Grid 2
2012,4,Super Hexagon
2013,58,Super Hexagon
2014,115,Super Hexagon
2015,23,Super Hexagon
2012,4,Rocksmith 2014
2013,6,Rocksmith 2014
2014,8,Rocksmith 2014
2015,4,Rocksmith 2014
2013,2,Renaissance Heroes
2013,2,The Cave
2014,2,The Cave
2012,16,The Stanley Parable
2013,42,The Stanley Parable
2014,90,The Stanley Parable
2015,18,The Stanley Parable
2014,2,Puddle
2015,1,THE KING OF FIGHTERS 2002 UNLIMITED MATCH
2012,2,Resident Evil Revelations / Biohazard Revelations
2012,1,Champions of Regnum
2013,1,Champions of Regnum
2014,6,Champions of Regnum
2014,2,Retro/Grade
2014,2,Music Creator 6 Touch
2013,14,Reus
2014,8,Reus
2015,3,Reus
2013,12,Wargame: AirLand Battle
2014,8,Wargame: AirLand Battle
2015,3,Wargame: AirLand Battle
2012,51,Insurgency
2013,8,Insurgency
2014,139,Insurgency
2015,115,Insurgency
2014,87,Dead Island: Epidemic
2015,21,Dead Island: Epidemic
2012,2,THE KING OF FIGHTERS XIII STEAM EDITION
2014,3,THE KING OF FIGHTERS XIII STEAM EDITION
2015,4,THE KING OF FIGHTERS XIII STEAM EDITION
2012,2,Dead Pixels
2013,4,Dead Pixels
2014,4,Dead Pixels
2015,3,Dead Pixels
2012,2,Homefront: The Revolution
2013,2,Forge
2014,8,Forge
2012,2,Miner Wars 2081
2012,16,POSTAL 2
2013,9,POSTAL 2
2014,41,POSTAL 2
2015,36,POSTAL 2
2013,2,Miasmata
2013,2,AirBuccaneers
2014,2,AirBuccaneers
2015,1,AirBuccaneers
2012,2,F1 2013
2013,2,F1 2013
2014,11,F1 2013
2012,20,Cry of Fear
2013,22,Cry of Fear
2014,44,Cry of Fear
2015,22,Cry of Fear
2012,5,DCS World
2013,3,DCS World
2014,1,DCS World
2015,4,DCS World
2013,1,Ys I
2014,4,Xenonauts
2015,4,3DMark
2012,1,Deadpool
2013,2,Deadpool
2015,6,Deadpool
2012,31,No More Room in Hell
2013,109,No More Room in Hell
2014,177,No More Room in Hell
2015,61,No More Room in Hell
2013,2,Uncharted Waters Online
2013,2,Afterfall InSanity Extended Edition
2014,2,Afterfall InSanity Extended Edition
2015,2,Afterfall InSanity Extended Edition
2015,2,Folk Tale
2014,9,Contrast
2015,6,Contrast
2012,5,Octodad: Dadliest Catch
2014,38,Octodad: Dadliest Catch
2015,5,Octodad: Dadliest Catch
2013,4,Gnomoria
2014,4,Gnomoria
2015,2,Gnomoria
2012,10,Ace of Spades
2013,34,Ace of Spades
2014,81,Ace of Spades
2015,19,Ace of Spades
2013,18,Arma 2: DayZ Mod
2014,21,Arma 2: DayZ Mod
2015,2,Arma 2: DayZ Mod
2012,2,Defiance
2013,15,Defiance
2014,39,Defiance
2015,7,Defiance
2012,2,FEZ
2013,11,FEZ
2014,30,FEZ
2015,14,FEZ
2012,2,Super House of Dead Ninjas
2013,4,Super House of Dead Ninjas
2014,2,Super House of Dead Ninjas
2015,2,Super House of Dead Ninjas
2014,2,Iron Sky Invasion
2013,2,Tomb Raider I
2015,2,Tomb Raider I
2012,3,Brothers - A Tale of Two Sons
2013,8,Brothers - A Tale of Two Sons
2014,42,Brothers - A Tale of Two Sons
2015,8,Brothers - A Tale of Two Sons
2012,2,Duke Nukem 3D: Megaton Edition
2013,8,Duke Nukem 3D: Megaton Edition
2014,14,Duke Nukem 3D: Megaton Edition
2015,5,Duke Nukem 3D: Megaton Edition
2013,2,Shadow Warrior Classic Redux
2014,1,Shadow Warrior Classic Redux
2013,9,Brütal Legend
2014,20,Brütal Legend
2015,5,Brütal Legend
2014,2,Full Mojo Rampage
2015,2,Full Mojo Rampage
2014,2,Tomb Raider II
2012,2,Cities in Motion 2
2013,2,Cities in Motion 2
2014,4,Cities in Motion 2
2012,35,Just Cause 3
2015,52,Just Cause 3
2012,3,Blade Symphony
2013,2,Blade Symphony
2014,14,Blade Symphony
2015,2,Sacred 2 Gold
2012,32,Sven Co-op
2012,8,Marvel Heroes 2016
2013,6,Marvel Heroes 2016
2014,18,Marvel Heroes 2016
2015,8,Marvel Heroes 2016
2014,2,Escape Dead Island
2012,2,F1 2014
2014,2,F1 2014
2015,2,F1 2014
2013,1,Desktop Dungeons
2014,3,Desktop Dungeons
2012,0,Infestation: Survivor Stories Classic
2013,24,Infestation: Survivor Stories Classic
2014,39,Infestation: Survivor Stories Classic
2015,17,Infestation: Survivor Stories Classic
2014,3,Lost Planet 3
2015,4,Lost Planet 3
2013,4,Monster Loves You!
2014,4,Monster Loves You!
2015,2,Monster Loves You!
2014,2,Age of Wonders III
2015,2,Age of Wonders III
2012,6,Galactic Civilizations III
2015,6,Galactic Civilizations III
2013,4,Ironclad Tactics
2012,2,Pinball FX2
2013,14,Pinball FX2
2014,2,Pinball FX2
2015,2,Pinball FX2
2014,4,Papo & Yo
2012,2,Sniper Elite: Nazi Zombie Army
2013,11,Sniper Elite: Nazi Zombie Army
2014,4,Sniper Elite: Nazi Zombie Army
2015,2,Sniper Elite: Nazi Zombie Army
2012,2,Kinetic Void
2014,4,Kinetic Void
2013,2,Kingdom Wars
2014,4,Kingdom Wars
2015,12,Kingdom Wars
2014,2,Waking Mars
2014,5,Sang-Froid - Tales of Werewolves
2015,2,DisplayFusion
2013,2,No Time to Explain
2014,0,No Time to Explain
2012,19,Euro Truck Simulator 2
2013,19,Euro Truck Simulator 2
2014,91,Euro Truck Simulator 2
2015,42,Euro Truck Simulator 2
2014,9,You Need A Budget 4 (YNAB)
2015,4,You Need A Budget 4 (YNAB)
2012,2,God Mode
2013,3,God Mode
2014,6,God Mode
2015,1,God Mode
2014,2,Scourge: Outbreak
2014,3,"10,000,000"
2015,2,"10,000,000"
2014,2,Castle of Illusion
2013,6,StarForge
2014,9,StarForge
2014,33,Firefall
2015,18,Firefall
2014,1,Serious Sam Classics: Revolution
2015,2,Serious Sam Classics: Revolution
2012,0,Retrovirus
2012,4,Castle Story
2013,2,Castle Story
2014,4,Castle Story
2012,53,Heroes & Generals
2014,97,Heroes & Generals
2015,120,Heroes & Generals
2012,1,Action! - Gameplay Recording and Streaming
2014,4,Action! - Gameplay Recording and Streaming
2013,4,Fallen Enchantress: Legendary Heroes
2015,2,Fallen Enchantress: Legendary Heroes
2013,2,Baldur's Gate: Enhanced Edition
2014,0,Baldur's Gate: Enhanced Edition
2015,2,Baldur's Gate: Enhanced Edition
2012,2,Remember Me
2013,8,Remember Me
2014,8,Remember Me
2015,4,Remember Me
2014,30,Next Car Game: Wreckfest
2015,10,Next Car Game: Wreckfest
2014,7,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition
2015,2,Cubemen 2
2014,2,Teenage Mutant Ninja Turtles: Out of the Shadows
2015,4,TrackMania² Canyon
2012,4,Ashes of the Singularity
2015,0,Ashes of the Singularity
2014,7,Carnage Racing
2015,1,Carnage Racing
2014,2,Skulls of the Shogun
2015,2,Skulls of the Shogun
2014,4,Dream
2012,3,DLC Quest
2013,17,DLC Quest
2014,19,DLC Quest
2015,10,DLC Quest
2012,2,The Age of Decadence
2014,0,The Age of Decadence
2014,4,War for the Overworld
2015,5,War for the Overworld
2012,2,Divinity: Original Sin (Classic)
2014,19,Divinity: Original Sin (Classic)
2015,6,Divinity: Original Sin (Classic)
2012,1,N++
2012,11,Universe Sandbox ²
2015,15,Universe Sandbox ²
2013,2,Akaneiro: Demon Hunters
2012,135,Warframe
2013,164,Warframe
2014,390,Warframe
2015,231,Warframe
2015,2,La-Mulana
2015,2,The Night of the Rabbit
2014,2,Daylight
2014,2,Beatbuddy: Tale of the Guardians
2013,2,Ragnarok Online 2
2014,2,Ragnarok Online 2
2015,2,Ragnarok Online 2
2013,2,Cities XL Platinum
2014,1,Cities XL Platinum
2015,2,Cities XL Platinum
2013,1,The Swapper
2014,14,The Swapper
2013,2,ArtRage 4
2013,2,MirrorMoon EP
2014,3,MirrorMoon EP
2014,1,Deadfall Adventures
2012,21,Company of Heroes 2
2013,18,Company of Heroes 2
2014,59,Company of Heroes 2
2015,35,Company of Heroes 2
2014,8,Football Manager 2014
2014,5,Knights of Pen and Paper +1
2015,0,Knights of Pen and Paper +1
2013,2,Euro Truck Simulator
2014,3,Euro Truck Simulator
2014,2,Eador. Masters of the Broken World
2012,30,Killing Floor 2
2015,131,Killing Floor 2
2012,2,Gone Home
2013,14,Gone Home
2014,33,Gone Home
