genres,item_id,title
Casual,661313,Dresden Files Cooperative Card Game - Mouse &amp; Variants
Indie,661313,Dresden Files Cooperative Card Game - Mouse &amp; Variants
Strategy,661313,Dresden Files Cooperative Card Game - Mouse &amp; Variants
Adventure,738980,Golden Krone Hotel - Original Soundtrack by Christopher Loza
Indie,738980,Golden Krone Hotel - Original Soundtrack by Christopher Loza
RPG,738980,Golden Krone Hotel - Original Soundtrack by Christopher Loza
Strategy,738980,Golden Krone Hotel - Original Soundtrack by Christopher Loza
Action,626170,Apocalypse Night
Adventure,626170,Apocalypse Night
Indie,626170,Apocalypse Night
Adventure,655270,EPONYMOUS
Casual,655270,EPONYMOUS
Indie,655270,EPONYMOUS
Action,658440,Enshrouded World
Early Access,658440,Enshrouded World
Adventure,726430,Creeping Terror
Indie,726430,Creeping Terror
RPG,650240,Lost Dimension: Medical Set B
Strategy,650240,Lost Dimension: Medical Set B
RPG,650242,Lost Dimension: Level All Bundle
Strategy,650242,Lost Dimension: Level All Bundle
RPG,650243,Lost Dimension: Forced Vote Bundle
Strategy,650243,Lost Dimension: Forced Vote Bundle
RPG,650241,Lost Dimension: GIFT-EXP Bundle
Strategy,650241,Lost Dimension: GIFT-EXP Bundle
Action,705210,Cube Racer
Casual,705210,Cube Racer
Indie,705210,Cube Racer
Racing,705210,Cube Racer
Indie,635030,Syrian Warfare: Return to Palmyra
Strategy,635030,Syrian Warfare: Return to Palmyra
RPG,564792,South Park™: The Fractured But Whole™ - Towelie: Your Gaming Bud
Indie,718220,NeoBoom2
Casual,726030,MinSweeper
Indie,726030,MinSweeper
Simulation,726030,MinSweeper
Strategy,726030,MinSweeper
Adventure,727340,Stitched
Indie,727340,Stitched
Adventure,742320,Lantern of Worlds - The Story of Samir
RPG,742320,Lantern of Worlds - The Story of Samir
Action,740060,Virality
Adventure,740060,Virality
Adventure,735680,Forgotten Light
Indie,735680,Forgotten Light
RPG,735680,Forgotten Light
Casual,733190,JellyNoid
Indie,733190,JellyNoid
Adventure,727910,Titanic
Simulation,727910,Titanic
Action,688400,Geostorm - Turn-Based Puzzler
Casual,688400,Geostorm - Turn-Based Puzzler
Strategy,688400,Geostorm - Turn-Based Puzzler
Free to Play,731180,Coffee Run
Indie,731180,Coffee Run
Action,709520,WHERE'S PHANTOM THIEF
Casual,709520,WHERE'S PHANTOM THIEF
Indie,709520,WHERE'S PHANTOM THIEF
Action,732980,Keyscaper
Indie,732980,Keyscaper
Early Access,732980,Keyscaper
Action,732150,Stolen Mouth
Adventure,732150,Stolen Mouth
Indie,732150,Stolen Mouth
Action,713940,Blaster Cop
Indie,713940,Blaster Cop
RPG,626600,Lost Dimension
Strategy,626600,Lost Dimension
Action,738880,Pain of War
Early Access,738880,Pain of War
RPG,650230,Lost Dimension: All Costumes Bundle
Strategy,650230,Lost Dimension: All Costumes Bundle
Adventure,734010,Kolbeinn
Indie,734010,Kolbeinn
Action,603060,Tarim: Guardians
Adventure,603060,Tarim: Guardians
Casual,603060,Tarim: Guardians
RPG,603060,Tarim: Guardians
Action,706010,The Unseen
Casual,706010,The Unseen
Indie,706010,The Unseen
RPG,706010,The Unseen
Strategy,706010,The Unseen
Early Access,706010,The Unseen
Adventure,740960,端木斐异闻录：非人之恋
Indie,740960,端木斐异闻录：非人之恋
Indie,744640,The Waiting Room
Simulation,744640,The Waiting Room
Casual,705250,Cross Set Infinity
Indie,705250,Cross Set Infinity
Casual,726040,Greedy Trolley
Indie,726040,Greedy Trolley
Adventure,742430,端木斐异闻录：非人之恋 - 原声集（OST）
Indie,742430,端木斐异闻录：非人之恋 - 原声集（OST）
Indie,629610,The Legacy Games Demo
RPG,629610,The Legacy Games Demo
Strategy,629610,The Legacy Games Demo
Action,729170,Soldier of Failure 2
Casual,729170,Soldier of Failure 2
Indie,729170,Soldier of Failure 2
Simulation,729170,Soldier of Failure 2
Action,710540,Driver Pro: 2017
Indie,710540,Driver Pro: 2017
Racing,710540,Driver Pro: 2017
Simulation,710540,Driver Pro: 2017
Early Access,710540,Driver Pro: 2017
Action,613800,Space Epic Untitled - Season 1
Adventure,613800,Space Epic Untitled - Season 1
Free to Play,613800,Space Epic Untitled - Season 1
Indie,613800,Space Epic Untitled - Season 1
Indie,692090,Robin of Loxley the Legend of Sherwood
Casual,730120,Micro Miners
Indie,730120,Micro Miners
Simulation,730120,Micro Miners
Strategy,730120,Micro Miners
Adventure,738680,St Christopher's School Lockdown - Soundtrack
Action,586270,Stickman Destruction
Casual,586270,Stickman Destruction
Indie,586270,Stickman Destruction
Simulation,586270,Stickman Destruction
Action,586280,Dima Rescues Ira
Adventure,586280,Dima Rescues Ira
Casual,586280,Dima Rescues Ira
Indie,586280,Dima Rescues Ira
Adventure,731770,Flightless
Free to Play,731770,Flightless
Indie,731770,Flightless
Casual,730030,Ultimate Spinner Simulator - Unstress Yourself
Free to Play,591985,Fishing Planet: Spooky Fishing Pack
Massively Multiplayer,591985,Fishing Planet: Spooky Fishing Pack
Simulation,591985,Fishing Planet: Spooky Fishing Pack
Sports,591985,Fishing Planet: Spooky Fishing Pack
Adventure,662330,Bio Soup
Casual,662330,Bio Soup
Indie,662330,Bio Soup
Action,726020,Mission: Demolition
Indie,726020,Mission: Demolition
Simulation,728930,Bomber Crew Skin Pack
Strategy,728930,Bomber Crew Skin Pack
Action,721720,Company of Heroes: Battle of Crete
Free to Play,721720,Company of Heroes: Battle of Crete
Strategy,721720,Company of Heroes: Battle of Crete
Indie,717670,The Occupant
Action,740050,Warface - Halloween Pack
Free to Play,740050,Warface - Halloween Pack
Massively Multiplayer,740050,Warface - Halloween Pack
Adventure,744930,Dungeon of the Endless™ - Digital Artbook
Indie,744930,Dungeon of the Endless™ - Digital Artbook
RPG,744930,Dungeon of the Endless™ - Digital Artbook
Strategy,744930,Dungeon of the Endless™ - Digital Artbook
Action,735330,Figment - Soundtrack
Adventure,735330,Figment - Soundtrack
Indie,735330,Figment - Soundtrack
Action,582160,Assassin's Creed® Origins
Adventure,582160,Assassin's Creed® Origins
RPG,582160,Assassin's Creed® Origins
Action,741320,The Song of Terminus  終焉的迴響:護界者之歌
Free to Play,741320,The Song of Terminus  終焉的迴響:護界者之歌
Indie,741320,The Song of Terminus  終焉的迴響:護界者之歌
Early Access,741320,The Song of Terminus  終焉的迴響:護界者之歌
Casual,727860,Space Quiz
Indie,727860,Space Quiz
Massively Multiplayer,727860,Space Quiz
Strategy,727860,Space Quiz
Action,660860,Cube Monster
Casual,660860,Cube Monster
Adventure,732090,Dragon Perception
Indie,732090,Dragon Perception
Action,736610,WAR Pig - Big Bang
Casual,736610,WAR Pig - Big Bang
Strategy,736610,WAR Pig - Big Bang
Adventure,744310,Bunny Jewel Match Adventure
Casual,744310,Bunny Jewel Match Adventure
Indie,744310,Bunny Jewel Match Adventure
Strategy,744310,Bunny Jewel Match Adventure
Sports,692050,RUGBY 18 - The British and Irish Lions 2017 Team
Sports,627450,RUGBY 18
Action,607890,Sword Art Online: Hollow Realization Deluxe Edition
Adventure,607890,Sword Art Online: Hollow Realization Deluxe Edition
Casual,607890,Sword Art Online: Hollow Realization Deluxe Edition
RPG,607890,Sword Art Online: Hollow Realization Deluxe Edition
Casual,729580,Malzbie's Pinball Collection
Free to Play,729580,Malzbie's Pinball Collection
Indie,729580,Malzbie's Pinball Collection
Simulation,729580,Malzbie's Pinball Collection
Sports,729580,Malzbie's Pinball Collection
Action,693950,カニマン VS メカモンキー
Casual,675990,Questr
Indie,675990,Questr
RPG,675990,Questr
Animation &amp; Modeling,719010,Strata Spaces VR – Professional Edition 7-Day Trial
Design &amp; Illustration,719010,Strata Spaces VR – Professional Edition 7-Day Trial
Indie,734740,100% Orange Juice - Core Voice Pack 1
Strategy,734740,100% Orange Juice - Core Voice Pack 1
Adventure,739700,TAURONOS - Minotaur Paper Mask Pattern
Simulation,739700,TAURONOS - Minotaur Paper Mask Pattern
Adventure,743520,Fairies Magical Jewel Match Quest
Casual,743520,Fairies Magical Jewel Match Quest
Indie,743520,Fairies Magical Jewel Match Quest
Strategy,743520,Fairies Magical Jewel Match Quest
Action,612880,Wolfenstein II: The New Colossus
Adventure,497800,Golden Krone Hotel
Indie,497800,Golden Krone Hotel
RPG,497800,Golden Krone Hotel
Strategy,497800,Golden Krone Hotel
Adventure,740700,Mahjong Solitaire - Monsters Pack 2
Casual,740700,Mahjong Solitaire - Monsters Pack 2
Indie,740700,Mahjong Solitaire - Monsters Pack 2
Sports,740700,Mahjong Solitaire - Monsters Pack 2
Strategy,740700,Mahjong Solitaire - Monsters Pack 2
Action,726190,Dungeon Defenders II - Bundle of the Beast
Free to Play,726190,Dungeon Defenders II - Bundle of the Beast
Indie,726190,Dungeon Defenders II - Bundle of the Beast
RPG,726190,Dungeon Defenders II - Bundle of the Beast
Strategy,726190,Dungeon Defenders II - Bundle of the Beast
Indie,702540,Darkest Dungeon®: The Shieldbreaker
RPG,702540,Darkest Dungeon®: The Shieldbreaker
Strategy,702540,Darkest Dungeon®: The Shieldbreaker
Casual,716070,Mindset
Indie,716070,Mindset
Action,735000,Friday the 13th: The Game - Costume Party Counselor Clothing Pack
Casual,723890,Don't Make Love
Indie,723890,Don't Make Love
Simulation,723890,Don't Make Love
Action,737990,Friday the 13th: The Game - Jason Part 4 Pig Splitter Kill Pack
Action,723460,Dynasty Feud - The Night Party
Indie,723460,Dynasty Feud - The Night Party
Adventure,742150,Heart of the House
Indie,742150,Heart of the House
RPG,742150,Heart of the House
Indie,713630,Fantasy Grounds - The Sixth Gun: The Winding Way (Savage Worlds)
RPG,713630,Fantasy Grounds - The Sixth Gun: The Winding Way (Savage Worlds)
Strategy,713630,Fantasy Grounds - The Sixth Gun: The Winding Way (Savage Worlds)
Video Production,705830,万视VR
Adventure,707920,Analemma
Casual,707920,Analemma
Indie,707920,Analemma
Adventure,502780,Avalon: The Journey Begins
Indie,502780,Avalon: The Journey Begins
Action,652190,Emily Wants to Play Too
Adventure,652190,Emily Wants to Play Too
Indie,652190,Emily Wants to Play Too
Simulation,652190,Emily Wants to Play Too
Strategy,652190,Emily Wants to Play Too
Adventure,645690,Fantasia of the Wind - 风之幻想曲
Indie,645690,Fantasia of the Wind - 风之幻想曲
RPG,645690,Fantasia of the Wind - 风之幻想曲
Utilities,735370,Driver Booster 5 Upgrade to Pro (Lifetime)
Casual,592472,FourChords Guitar Karaoke - Matchbox Twenty
Indie,592472,FourChords Guitar Karaoke - Matchbox Twenty
Simulation,592472,FourChords Guitar Karaoke - Matchbox Twenty
Casual,592473,FourChords Guitar Karaoke - Shawn Mendes
Indie,592473,FourChords Guitar Karaoke - Shawn Mendes
Simulation,592473,FourChords Guitar Karaoke - Shawn Mendes
Casual,592471,FourChords Guitar Karaoke - John Denver
Indie,592471,FourChords Guitar Karaoke - John Denver
Simulation,592471,FourChords Guitar Karaoke - John Denver
Casual,565353,FourChords Guitar Karaoke - Little Big Town
Indie,565353,FourChords Guitar Karaoke - Little Big Town
Simulation,565353,FourChords Guitar Karaoke - Little Big Town
Casual,592470,FourChords Guitar Karaoke - Jessie J
Indie,592470,FourChords Guitar Karaoke - Jessie J
Simulation,592470,FourChords Guitar Karaoke - Jessie J
Casual,592474,FourChords Guitar Karaoke - Tim McGraw
Indie,592474,FourChords Guitar Karaoke - Tim McGraw
Simulation,592474,FourChords Guitar Karaoke - Tim McGraw
Adventure,732840,Nullysun
Indie,732840,Nullysun
Adventure,712730,SIMULACRA
Indie,712730,SIMULACRA
Simulation,712730,SIMULACRA
Adventure,734810,Nullysun Soundtrack
Indie,734810,Nullysun Soundtrack
Casual,580660,Infinite Minigolf - Hangar 37
Indie,580660,Infinite Minigolf - Hangar 37
Sports,580660,Infinite Minigolf - Hangar 37
Casual,721420,FIGHTING BOX
Indie,721420,FIGHTING BOX
Indie,733490,Fantasy Grounds - Tropicana Campaign Setting (Savage Worlds)
RPG,733490,Fantasy Grounds - Tropicana Campaign Setting (Savage Worlds)
Strategy,733490,Fantasy Grounds - Tropicana Campaign Setting (Savage Worlds)
Indie,741180,Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds)
RPG,741180,Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds)
Strategy,741180,Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds)
Indie,742780,Fantasy Grounds - Mythic Monsters #11: Devils (PFRPG)
RPG,742780,Fantasy Grounds - Mythic Monsters #11: Devils (PFRPG)
Strategy,742780,Fantasy Grounds - Mythic Monsters #11: Devils (PFRPG)
Indie,695870,Fantasy Grounds - Mythic Monsters: Plants (PFRPG)
RPG,695870,Fantasy Grounds - Mythic Monsters: Plants (PFRPG)
Strategy,695870,Fantasy Grounds - Mythic Monsters: Plants (PFRPG)
Indie,742810,Fantasy Grounds - Mythic Monsters #12: Fairy Tale Creatures (PFRPG)
RPG,742810,Fantasy Grounds - Mythic Monsters #12: Fairy Tale Creatures (PFRPG)
Strategy,742810,Fantasy Grounds - Mythic Monsters #12: Fairy Tale Creatures (PFRPG)
Action,630310,The Mummy Demastered
Adventure,630310,The Mummy Demastered
Casual,740020,Juniper's Knot - Donation
Indie,740020,Juniper's Knot - Donation
Adventure,726120,Beyond the Wall
Casual,726120,Beyond the Wall
Indie,726120,Beyond the Wall
RPG,726120,Beyond the Wall
Adventure,625980,Yomawari: Midnight Shadows / 深夜廻
Strategy,625980,Yomawari: Midnight Shadows / 深夜廻
Adventure,711860,Yomawari: Midnight Shadows / 深夜廻 - Digital Soundtrack / デジタル・サウンドトラック
Strategy,711860,Yomawari: Midnight Shadows / 深夜廻 - Digital Soundtrack / デジタル・サウンドトラック
Indie,731020,Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG)
RPG,731020,Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG)
Strategy,731020,Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG)
Casual,673430,Mahjong Magic Islands
Free to Play,673430,Mahjong Magic Islands
Action,705950,Drunk or Dead - Uncensored
Indie,705950,Drunk or Dead - Uncensored
Simulation,705950,Drunk or Dead - Uncensored
Adventure,729930,Tales of Terror: House on the Hill Collector's Edition
Casual,729930,Tales of Terror: House on the Hill Collector's Edition
Indie,729360,Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG)
RPG,729360,Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG)
Strategy,729360,Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG)
Casual,701290,Legendary Mahjong
Indie,701290,Legendary Mahjong
Casual,731870,Make Border Great Again!
Indie,731870,Make Border Great Again!
Strategy,731870,Make Border Great Again!
Action,717330,Halloween Pumpkin Story
Adventure,717330,Halloween Pumpkin Story
Casual,717330,Halloween Pumpkin Story
Indie,717330,Halloween Pumpkin Story
Early Access,717330,Halloween Pumpkin Story
Casual,711110,SQR🔲 3
Indie,711110,SQR🔲 3
Adventure,727730,Shiver
Indie,727730,Shiver
Action,724600,Another Rocket Game
Indie,724600,Another Rocket Game
Casual,703920,Bang Bang Fruit 2
Indie,703920,Bang Bang Fruit 2
Casual,741020,PooSky - Halloween
Indie,741020,PooSky - Halloween
Action,731580,MILF
Adventure,731580,MILF
Casual,731580,MILF
Indie,731580,MILF
Action,617590,Affliction
Adventure,617590,Affliction
Indie,617590,Affliction
Early Access,617590,Affliction
Action,724130,Radar Warfare
Casual,724130,Radar Warfare
Indie,724130,Radar Warfare
Action,734230,MILF - Artwork
Adventure,734230,MILF - Artwork
Casual,734230,MILF - Artwork
Indie,734230,MILF - Artwork
Action,701710,Affliction Archives DLC
Adventure,701710,Affliction Archives DLC
Indie,701710,Affliction Archives DLC
Action,646900,Affliction Roleplaying Game DLC
Adventure,646900,Affliction Roleplaying Game DLC
Indie,646900,Affliction Roleplaying Game DLC
RPG,646900,Affliction Roleplaying Game DLC
Action,619120,Affliction Breakout Edition DLC
Adventure,619120,Affliction Breakout Edition DLC
Indie,619120,Affliction Breakout Edition DLC
Action,741660,Clash Force - Soundtrack
Indie,741660,Clash Force - Soundtrack
Action,703620,Clash Force
Indie,703620,Clash Force
Adventure,728420,Rogue Quest: The Vault of the Lost Tyrant
Indie,728420,Rogue Quest: The Vault of the Lost Tyrant
Adventure,331870,AER Memories of Old
Indie,331870,AER Memories of Old
Design &amp; Illustration,673400,Home Architect - Design your floor plans in 3D
Action,725490,NewOld
Adventure,725490,NewOld
Indie,725490,NewOld
Casual,721380,LOGistICAL: USA - New York
Indie,721380,LOGistICAL: USA - New York
Strategy,721380,LOGistICAL: USA - New York
Adventure,734120,Bonbon
Indie,734120,Bonbon
Strategy,588080,Numantia
Indie,732100,Space Leprechaun - Soundtrack
Free to Play,598820,Aloha Paradise Hotel
Simulation,598820,Aloha Paradise Hotel
Strategy,598820,Aloha Paradise Hotel
Simulation,646150,Winter Wolves Classic Games Collection
Sports,646150,Winter Wolves Classic Games Collection
Strategy,646150,Winter Wolves Classic Games Collection
Adventure,691450,Misao: Definitive Edition
Casual,691450,Misao: Definitive Edition
Indie,691450,Misao: Definitive Edition
Action,658990,Icycle: On Thin Ice
Adventure,658990,Icycle: On Thin Ice
Indie,658990,Icycle: On Thin Ice
Racing,728460,NASCAR Heat 2 - October Jumbo Expansion
Racing,728461,NASCAR Heat 2 - October Value Pack
Racing,728462,NASCAR Heat 2 - Free October Toyota Pack
Indie,625820,Bionic Battle Mutants
RPG,625820,Bionic Battle Mutants
Strategy,625820,Bionic Battle Mutants
Racing,728463,NASCAR Heat 2 - Free GameStop Pack
Simulation,718710,Command: Shifting Sands
Strategy,718710,Command: Shifting Sands
Action,732410,Metin2-Power Booster Pack
Adventure,732410,Metin2-Power Booster Pack
Free to Play,732410,Metin2-Power Booster Pack
Massively Multiplayer,732410,Metin2-Power Booster Pack
RPG,732410,Metin2-Power Booster Pack
Indie,415170,Engare
Action,739620,RADical ROACH: Original Soundtrack
Adventure,739620,RADical ROACH: Original Soundtrack
Casual,739620,RADical ROACH: Original Soundtrack
Indie,739620,RADical ROACH: Original Soundtrack
Strategy,739620,RADical ROACH: Original Soundtrack
Adventure,727220,Nightingale Downs
Casual,727220,Nightingale Downs
RPG,727220,Nightingale Downs
Free to Play,591984,Fishing Planet: Gars&amp;Glory Pack
Massively Multiplayer,591984,Fishing Planet: Gars&amp;Glory Pack
Simulation,591984,Fishing Planet: Gars&amp;Glory Pack
Sports,591984,Fishing Planet: Gars&amp;Glory Pack
Action,727320,Operation Desert Road
Indie,727320,Operation Desert Road
Action,661830,Lunarsea
Casual,661830,Lunarsea
Free to Play,661830,Lunarsea
Indie,661830,Lunarsea
Action,738870,ClickRaid - Halloween Pets/Cursor
Adventure,738870,ClickRaid - Halloween Pets/Cursor
Casual,738870,ClickRaid - Halloween Pets/Cursor
Indie,738870,ClickRaid - Halloween Pets/Cursor
Casual,726520,The Merchant Memoirs
Indie,726520,The Merchant Memoirs
Simulation,726520,The Merchant Memoirs
Action,658160,ClickRaid
Adventure,658160,ClickRaid
Casual,658160,ClickRaid
Indie,658160,ClickRaid
Action,727590,Stickman - Killer of Apples
Casual,727590,Stickman - Killer of Apples
Indie,727590,Stickman - Killer of Apples
Free to Play,672680,Call of War
Massively Multiplayer,672680,Call of War
Simulation,672680,Call of War
Strategy,672680,Call of War
Casual,703270,"Run, my little pixel"
Indie,703270,"Run, my little pixel"
Action,725400,Forest Escape
Casual,725400,Forest Escape
Adventure,717020,Drosoph Hotel
Indie,717020,Drosoph Hotel
Simulation,717020,Drosoph Hotel
Strategy,717020,Drosoph Hotel
Early Access,717020,Drosoph Hotel
Casual,588120,Capsa
Indie,588120,Capsa
Massively Multiplayer,588120,Capsa
Simulation,588120,Capsa
Early Access,588120,Capsa
Adventure,568460,Ghostory
Casual,568460,Ghostory
Indie,568460,Ghostory
Casual,545830,Princess of Tavern Collector's Edition
Indie,545830,Princess of Tavern Collector's Edition
Simulation,545830,Princess of Tavern Collector's Edition
Strategy,545830,Princess of Tavern Collector's Edition
Adventure,732280,Artania – Collector's Pack
Indie,732280,Artania – Collector's Pack
Action,740950,OverKill
Casual,740950,OverKill
Indie,740950,OverKill
Casual,703540,Algorithm
Indie,703540,Algorithm
Adventure,741090,Mountains &amp; Clouds Jewel Match
Casual,741090,Mountains &amp; Clouds Jewel Match
Indie,741090,Mountains &amp; Clouds Jewel Match
Strategy,741090,Mountains &amp; Clouds Jewel Match
Adventure,738940,Gaia's Melody: Echoed Melodies - Ultimate Guidebook
Indie,738940,Gaia's Melody: Echoed Melodies - Ultimate Guidebook
RPG,738940,Gaia's Melody: Echoed Melodies - Ultimate Guidebook
Action,717720,Cyberia 2: Resurrection
Adventure,717720,Cyberia 2: Resurrection
Strategy,717720,Cyberia 2: Resurrection
Adventure,676340,Undarkened
Indie,676340,Undarkened
RPG,676340,Undarkened
Action,721950,Last Toon Standing
Adventure,730850,In The Shadows - Original Soundtrack
Casual,730850,In The Shadows - Original Soundtrack
Indie,730850,In The Shadows - Original Soundtrack
Adventure,739460,Mahjong Solitaire - Ultimate Video Game Pack 1
Casual,739460,Mahjong Solitaire - Ultimate Video Game Pack 1
Indie,739460,Mahjong Solitaire - Ultimate Video Game Pack 1
Sports,739460,Mahjong Solitaire - Ultimate Video Game Pack 1
Strategy,739460,Mahjong Solitaire - Ultimate Video Game Pack 1
Casual,724570,MAZ!
Indie,724570,MAZ!
Indie,695600,This Grand Life
RPG,695600,This Grand Life
Simulation,695600,This Grand Life
Early Access,695600,This Grand Life
Casual,727200,Santa's Workshop
Indie,727200,Santa's Workshop
Strategy,727200,Santa's Workshop
Action,722050,Dean Daimon
Casual,722050,Dean Daimon
Indie,722050,Dean Daimon
Racing,722050,Dean Daimon
Indie,699830,Dummy Life
Casual,722910,LightTrack
Action,664510,Infernal Racket
Indie,664510,Infernal Racket
Indie,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
Simulation,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
Strategy,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
Early Access,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
Adventure,576614,Galaxy Girls - Kotoha's Harem
Casual,576614,Galaxy Girls - Kotoha's Harem
Indie,576614,Galaxy Girls - Kotoha's Harem
Action,713370,Nona
Casual,713370,Nona
Indie,713370,Nona
Casual,720600,Halloween: Jigsaw Puzzles
Adventure,736750,Hard West - Printable Posters
Indie,736750,Hard West - Printable Posters
RPG,736750,Hard West - Printable Posters
Strategy,736750,Hard West - Printable Posters
Simulation,714170,Real Farm - Soundtrack
Simulation,573680,Real Farm
Action,693670,Molten Armor
Indie,693670,Molten Armor
Strategy,693670,Molten Armor
Adventure,725410,Gaia's Melody: Echoed Melodies
Indie,725410,Gaia's Melody: Echoed Melodies
RPG,725410,Gaia's Melody: Echoed Melodies
Racing,717490,Car Mechanic Simulator 2018 - Jeep DLC
Simulation,717490,Car Mechanic Simulator 2018 - Jeep DLC
Action,652000,Quantum Pilot
Indie,652000,Quantum Pilot
Strategy,652000,Quantum Pilot
Adventure,693030,Neo Angle
Casual,693030,Neo Angle
Indie,693030,Neo Angle
Action,636690,Sociable Soccer
Indie,636690,Sociable Soccer
Sports,636690,Sociable Soccer
Early Access,636690,Sociable Soccer
Action,722090,Blue Snake Adventures : Master Level
Casual,722090,Blue Snake Adventures : Master Level
Indie,722090,Blue Snake Adventures : Master Level
Indie,731850,Fantasy Grounds - Token Pack 53: More Monsters (Token Pack)
RPG,731850,Fantasy Grounds - Token Pack 53: More Monsters (Token Pack)
Strategy,731850,Fantasy Grounds - Token Pack 53: More Monsters (Token Pack)
Action,619800,88 Heroes – H8 Mode Activated!
Indie,619800,88 Heroes – H8 Mode Activated!
Action,722080,Blue Snake Adventures
Casual,722080,Blue Snake Adventures
Indie,722080,Blue Snake Adventures
Action,708800,Dungeons Of Kremlin: Remastered
Indie,708800,Dungeons Of Kremlin: Remastered
Adventure,721711,"How to Fool a Liar King - Insert Song ""Issho ni"""
Casual,721711,"How to Fool a Liar King - Insert Song ""Issho ni"""
Indie,721711,"How to Fool a Liar King - Insert Song ""Issho ni"""
Adventure,721710,How to Fool a Liar King - Theme Song
Casual,721710,How to Fool a Liar King - Theme Song
Indie,721710,How to Fool a Liar King - Theme Song
Indie,736100,COLDTV
Indie,574962,Wars Across the World: Kavkaz 1804
Strategy,574962,Wars Across the World: Kavkaz 1804
Action,718040,Super Arcade Boy in Defender of Planet Earth
Action,556780,Neptune: Arena FPS
Casual,556780,Neptune: Arena FPS
Indie,556780,Neptune: Arena FPS
Casual,680760,Doodle God - Soundtrack
Indie,680760,Doodle God - Soundtrack
Simulation,680760,Doodle God - Soundtrack
Action,731080,Zaccaria Pinball - Magic Castle 2017 Table
Casual,731080,Zaccaria Pinball - Magic Castle 2017 Table
Free to Play,731080,Zaccaria Pinball - Magic Castle 2017 Table
Indie,731080,Zaccaria Pinball - Magic Castle 2017 Table
Simulation,731080,Zaccaria Pinball - Magic Castle 2017 Table
Sports,731080,Zaccaria Pinball - Magic Castle 2017 Table
Indie,710880,Dark Rising
Strategy,710880,Dark Rising
Adventure,729960,Ominous Objects: Phantom Reflection Collector's Edition
Casual,729960,Ominous Objects: Phantom Reflection Collector's Edition
Action,713070,Pray for Death
Action,600230,Epsilon Jump Prime
Indie,600230,Epsilon Jump Prime
Adventure,720640,La Aventura De Axel
Indie,720640,La Aventura De Axel
Strategy,606080,Sudden Strike 4 - Road to Dunkirk
Action,723750,The Princess is in Another Castle
Casual,723750,The Princess is in Another Castle
Indie,723750,The Princess is in Another Castle
Adventure,613470,The Inner World - The Last Wind Monk
Indie,613470,The Inner World - The Last Wind Monk
Action,675870,Ruby Hunter
Indie,675870,Ruby Hunter
Action,729570,222 Hearts
Casual,729570,222 Hearts
Indie,729570,222 Hearts
Indie,737350,"Fantasy Grounds - Noble Cause, Bloodied Hands (PFRPG)"
RPG,737350,"Fantasy Grounds - Noble Cause, Bloodied Hands (PFRPG)"
Strategy,737350,"Fantasy Grounds - Noble Cause, Bloodied Hands (PFRPG)"
Simulation,728302,UH-1H: Argo Campaign
Indie,738140,Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds)
RPG,738140,Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds)
Strategy,738140,Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds)
Casual,729230,Carried Away OST - Lounging Away by Juhani Junkala
Indie,729230,Carried Away OST - Lounging Away by Juhani Junkala
Simulation,729230,Carried Away OST - Lounging Away by Juhani Junkala
Indie,738110,Fantasy Grounds - Deadlands Reloaded: Guess Who's Coming to Donner? (Savage Worlds)
RPG,738110,Fantasy Grounds - Deadlands Reloaded: Guess Who's Coming to Donner? (Savage Worlds)
Strategy,738110,Fantasy Grounds - Deadlands Reloaded: Guess Who's Coming to Donner? (Savage Worlds)
Free to Play,700570,Beyond the Void
Indie,700570,Beyond the Void
Strategy,700570,Beyond the Void
Early Access,700570,Beyond the Void
Indie,738240,Fantasy Grounds - Tropicana: Die Fast... (or die trying) (Savage Worlds)
RPG,738240,Fantasy Grounds - Tropicana: Die Fast... (or die trying) (Savage Worlds)
Strategy,738240,Fantasy Grounds - Tropicana: Die Fast... (or die trying) (Savage Worlds)
Action,700270,Boratium Wars
Indie,700270,Boratium Wars
Early Access,700270,Boratium Wars
Free to Play,591986,Fishing Planet: Kayaks Adventure Pack
Massively Multiplayer,591986,Fishing Planet: Kayaks Adventure Pack
Simulation,591986,Fishing Planet: Kayaks Adventure Pack
